quant_qual_record_id,source_layer,original_record_id,municipality,state,side_label,mechanism_class,link_status,claim_boundary,linkage_basis,confidence,no_causal_claim
BRMQLINKQA-6adf146e790213c392371de9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-65b83fc59af39d73caa1bd4a,Wrightstown,WI,fire_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-efeb4597c674a7b95b944664,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3b86bcedc90c49de9be4d939,Ideal,MN,fire_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-85404dedea5c82b40471b764,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-200e99370831b6ad190fcc5c,Perry,WI,fire_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-88ee301e18e869bd132aa4ee,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1510cb5776c56c0c77166dcd,Baraboo,WI,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-0b393e12e790b1e63a3cc734,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-61f96d4bdb3c70bc030e8859,Belle,SD,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-4c2a2554d17ab783fffb61a4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-391771bc58577d4777758b2d,Mosinee,WI,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-8e66e2d9a9ecfb8fe12bf1aa,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-81d16250b21774c7d618eab4,Upper Saucon,PA,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-b52a9cb73f7eb488cd3f8b1e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-92a087e57a891b9a6c8ff113,Summit,PA,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-520463cd4ca8abacc6433fdf,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5dcd2ccfd898a1249bb41858,Woodstock,NY,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-77a183709cd3d229dd1f2c2d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3adba6b10c55a9194f5e3246,Mackinac Island,MI,fire_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-74f65c962bcee7ff20d0ba9b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-de88e08d42ab103c6cc58ae8,Clear Lake,IN,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-db202ba227c5cb95705c3c15,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3d7ba78f2ed890bc7b183c24,Belle,SD,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-199ea580e55de80177e4ae99,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-866923170dae360d64cecb9d,Salem,OH,police_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-67236831271d2dad248594db,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-9d3be9c7e9b8700d2a09ff4c,Franklin,PA,non_safety_direct,retroactivity_implementation,blocked_mechanism_link,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_side""]",high,true
BRMQLINKQA-47d1975821feb27b07f5c636,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-6bc15d45c79ecedab74700d0,Medford,WI,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-e7c5cbc37a7bf7e875b41ef0,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7cd1591af93241bde275467f,Wrightstown,WI,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-c76e5c8c14e086a282ea7036,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-21bab5f3d1bcea0e7468c511,East Fallowfield,PA,non_safety_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-35bd100e980bfc0283622e7c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-b3fe13d3c9da7cc4ee52e724,Winnebago,IL,police_direct,cola_cpi_indexing,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-10c4d29c477beb84a385252b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-ae6a7389144acf6a0e653be5,Hopewell,PA,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-c50ecbc7a9be1705b3d598b1,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3b501b62d670a58bdc8d4aea,Franklin,PA,non_safety_direct,retroactivity_implementation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-b81fda3ac16821fd2f609d17,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-85ca6265f299d3c523f54051,Warwick,PA,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-6436106ac1f31f3b45a9ea04,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-54abbada0af8de0028f8e81e,Baraboo,WI,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-955873b4b45baea6f8d546b6,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5674a3d8ea36f75caa0a4775,Trenton,WI,non_safety_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-9d4736bceaad70930103da64,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-357e677a702d4fa4bf9d157d,Jackson,IN,fire_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-151df34aa27da61bfae0258e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5d525ad52a3fff31dd641f0f,Burt,MI,fire_direct,cola_cpi_indexing,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-3289cd4afe4b42f8c6e1cc64,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1e37a75b8a9dae4dfab83183,Shelby,MI,non_safety_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-19fb21f7623f30750ab31658,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-b2e8c61923be9f6f4fe876b6,Delaware,OH,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-faacc448efd89f4fa51ddc40,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2f031fd4a55a6a438a6d744e,Sherman,WI,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-e44575152a8c8cf3b69ed773,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-31318491578889f6ae77c48c,Upper St. Clair,PA,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-80cb043e3f366153207a48d2,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-bf413096435a8b181baf0657,Hull,WI,non_safety_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-e6344ca4027b9033560c3659,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-d04c279bebb8aa0ff863859c,Butler,OH,police_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-8ae0fad01cd630bb753ac791,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7ddadcdc61facdd21bcb035e,Franklin,WI,police_direct,classification_civil_service,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-52f37c60096bf94af5da9387,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-011f98a93e48ddd8b3db838f,Shelter Island,NY,police_direct,classification_civil_service,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-5f69e31fb54173a3a5f8d100,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8ea4862b265e8a7191f6ddeb,Mosinee,WI,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-8fa2678652bff08c3d65860f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-0203713d4bab835692c1c6de,Chester,OH,fire_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-d076fad86cafe8740c620720,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8208ca9522bc75892b39f1c0,Center,PA,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-30c30041dd675ff32916e6a8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3a1e12f3be7247131b11dd83,Woodland,MN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-bc5bb42e39984d1a0e8fcf56,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-a0e8beff63d53e6716df9d3c,Beaverton,MI,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-18764013115eb38940eeca54,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f75a0df1080d3d63334bda8c,Chippewa Lake,OH,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-f8d2ad57eefd5cf64f3da6ee,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3e48d581b7df3e1fae14c6b7,Farmersville,OH,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-ab8e64f45128740165fb9e1d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5cef5bc052d60a62f787f622,Put-in-Bay,OH,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-ef87cbb6d9c0c44d85f98cd4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f6f9750a84ffb14f9a5185a2,Pine River,MN,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-02e128b0c062404822395b86,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2c6069d78ad7fd262a425399,Medford,WI,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-ced89b8eb5cb0fe154600100,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f5aeb1659fe38140682651c7,Winnebago,IL,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-a371e0d8ec4b1ee74f9b7873,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-60c96c9bc4eccaa04a72db94,Vanlue,OH,non_safety_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-c97f0658aa5177f2b2c11344,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2053a4213cd4c7dc5d7c2c61,Richland,PA,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-12e7a657015b021db5329da7,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-89e6bceac8e111867c916861,Woodland,MN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-3ba582e0e50e3a19c536e3b4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-9f33b7651ee6007dd4104dfe,Franklin,IN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-d4e3a6b522534c5eb2ce1454,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-66a11b041ac96221843558d4,Patton Village,TX,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-039ed9c7fcebcc0831a01959,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1bc6ff9dd2a3e2a91dfb24f1,Williamson,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-b2d71798440afc56313a48d7,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-cfb857e503b97b9548b9167a,Pine Creek,PA,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-22a5ff71c06996d9f3d7f159,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-209e78a300e7b1b16b2f9826,New Hartford,MN,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-7f838f42e103ddb375d5b4d5,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-6ae2e8121cf2e419a796860e,Patton Village,TX,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side""]",moderate,true
BRMQLINKQA-d713a22e0720f6b2cb8bdb2a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-db6e06a6f89ab9595e5540ac,Chester,OH,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-ef2fa38fc831b34917a0cc61,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-afe9e44a69403f38f00710eb,Colona,IL,non_safety_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-181fe4243ff06a398b57a6c4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-fe35ac45180f1a53796a7561,Union,IN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-e7300bbc32257f658451a9ae,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-82a70ae3276bf859369cbd88,James,MI,non_safety_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-2ac72f030dd8fefde3ea4be0,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-dba543bf3c02edb52109e90c,Harris,OH,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-1266c11afd26cb34b35feef8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1a58c1abc8afb87acaf7bdf5,Floyd,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-0b5286a3348c147f33f0af2f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3df26894745d33f4e91c9d95,Trenton,WI,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-6341f1ce9571cf894670bdb4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7110273890b0a59869784548,Penn,PA,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-6b38a6770ed84b2613d2de18,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-54459614c3e4f500bb38765d,Rye,PA,non_safety_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-76ade4e593ac3bda80849d85,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-b3075d4ceeae2d5c414d00d3,Monroe,OH,fire_direct,other_pay_setting_mechanism,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-3d9aea2a7593657410886aed,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f344cb7352be7f7bbb00edff,Boyd,TX,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-71ddb6b095aecf334fa6ddbd,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-fc335d336efb4382746c1664,Huron,NY,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
