targeted_qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,quantitative_action,non_base_wage_action,reference_action,retained_quantitative_observation_ids,routed_quantitative_observation_ids,reference_only_quantitative_observation_ids,created_non_base_wage_observation_ids,created_reference_ids,structured_basis,bounded_evidence_pointer,local_evidence_inspected,reason_codes,confidence,unresolved_flag,notes
qares1000_fe2a7f8592668cd31fd21703,104,possible_non_base_wage_quantitative,cex_0d1666d1a4f2e5dd7d830c97,14,quantitative,qobs_11cd817869938fca85992ea3,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_11cd817869938fca85992ea3,,nobsqa1000_c2765cd21e78c8c6ac477e17,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0124_sr_138c67caf868e8c3927ac58f.pdf#page=14,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_13bcf8efba26a45ba9814795,105,possible_non_base_wage_quantitative,cex_20342df70b4375b7d1c4b8bd,21,quantitative,qobs_782a5810aa792ad8c952d0e2,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_782a5810aa792ad8c952d0e2,,nobsqa1000_cab721b4fba4b5202ee6e39c,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0054_sr_c52a1c35a88042471bb527f8.pdf#page=21,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_2c10bd00fdc20a4d1bf18f5b,106,possible_non_base_wage_quantitative,cex_96041e6bf3594bd45a314de4,17,quantitative,qobs_a94d220c662616359f2f75ef,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a94d220c662616359f2f75ef,,nobsqa1000_1898bed1b87925a98ae2ea07,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=17,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_c9d6da79deb94e2042509618,107,possible_non_base_wage_quantitative,cex_96041e6bf3594bd45a314de4,20,quantitative,qobs_a6edecae7597c060fc9d7c1d,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a6edecae7597c060fc9d7c1d,,nobsqa1000_8a108d2cc8449d5275bcc0cb,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=20,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_6bd3c8a39b527b8519bd0b65,108,possible_non_base_wage_quantitative,cex_42b38a2933292e51aaf1293f,17,quantitative,qobs_877aeb89fda8d1167cd6c9db,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_877aeb89fda8d1167cd6c9db,,nobsqa1000_8b0dcd6934df72a0a9a8bb0f,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=17,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_16ffed54119055a873f732e0,109,possible_non_base_wage_quantitative,cex_42b38a2933292e51aaf1293f,27,quantitative,qobs_41b86413bd4b30d4b8e84b83,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_41b86413bd4b30d4b8e84b83,,nobsqa1000_2e8baf0cc8e601979c7ec3a6,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=27,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_c9c8de9c74b6b413e1f9b641,110,possible_non_base_wage_quantitative,cex_42b38a2933292e51aaf1293f,27,quantitative,qobs_224b64dd87d211132fad53a7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_224b64dd87d211132fad53a7,,nobsqa1000_c3e9885d466bdb2319bc7905,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=27,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_15b3e88868199a9ec8375c5d,111,possible_non_base_wage_quantitative,cex_76ce5cec8b6bf25552be5669,19,quantitative,qobs_56867a4debd79b1d09fe7ef0,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_56867a4debd79b1d09fe7ef0,,nobsqa1000_413473d5bf9ec16750c75f4d,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0065_sr_82248856e6e7dc056052a730.pdf#page=19,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_90fde6d8217db3ff14fa548c,112,possible_non_base_wage_quantitative,cex_76ce5cec8b6bf25552be5669,18,quantitative,qobs_79aafe8118d39be51d73d715,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_79aafe8118d39be51d73d715,,nobsqa1000_85aceda3f26a3805e687144b,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0065_sr_82248856e6e7dc056052a730.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_5b2fc9917e7b59cec466b3bf,113,possible_non_base_wage_quantitative,cex_bfdc42924c7f5a79c445e581,15,quantitative,qobs_c2c9b92f80cbf0140095413f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_c2c9b92f80cbf0140095413f,,nobsqa1000_f445d30ad16ebc192bec045a,,Structured values/reason codes identify the explicit non-base family: education_or_certification.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf#page=15,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_EDUCATION_OR_CERTIFICATION,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_89d4ab11733441b4928bd530,114,possible_non_base_wage_quantitative,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_0e10b5a23bbbcaa59c0790d7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_0e10b5a23bbbcaa59c0790d7,,nobsqa1000_5aa04502924aca7fb9f05668,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0083_sr_4338fac56dd21fb93a61285b.pdf#page=31,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_17fc96801972d2286f538abc,115,possible_non_base_wage_quantitative,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_5418de360311f2c15ad2d0c1,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_5418de360311f2c15ad2d0c1,,nobsqa1000_6c7135ab70a58208cc5301e9,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0083_sr_4338fac56dd21fb93a61285b.pdf#page=31,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_6b3a699d91d9de431046281d,116,possible_non_base_wage_quantitative,cex_59541bd12d5d66db6bc0eaaf,10,quantitative,qobs_3db9ea1d042f4de40405fbf7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_3db9ea1d042f4de40405fbf7,,nobsqa1000_d58d00dfdd828fdfba04b97f,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0012_sr_7b8e1bbe47dcd265b6bc4b5d.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_78be4b5f74f8f81c308db8b9,117,possible_non_base_wage_quantitative,cex_59541bd12d5d66db6bc0eaaf,10,quantitative,qobs_4e4196bd09501afcd092cdf7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_4e4196bd09501afcd092cdf7,,nobsqa1000_7e6fb76fe938632d80fe5cbd,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0012_sr_7b8e1bbe47dcd265b6bc4b5d.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_db845cc7e71abb8d2a7922f9,118,possible_non_base_wage_quantitative,cex_bce54a6ed6fbde3936a25b34,31,quantitative,qobs_48c8fd64e0e546212ff08832,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_48c8fd64e0e546212ff08832,,nobsqa1000_764f0cd6826b7ace78e377d0,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0334_sr_2b3a82b7b544b4209b2f3552.pdf#page=31,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_7bebe9c37e01567456a6249c,119,possible_non_base_wage_quantitative,cex_bce54a6ed6fbde3936a25b34,31,quantitative,qobs_e6cf90cd584cb56fa4ea3151,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_e6cf90cd584cb56fa4ea3151,,nobsqa1000_1b727cb881fac8f65ea121e8,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0334_sr_2b3a82b7b544b4209b2f3552.pdf#page=31,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_ca619c29d755174abe132a89,120,possible_non_base_wage_quantitative,cex_e67383f41524bf520ba74c05,12,quantitative,qobs_56d44c20d2f175aba03feac1,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_56d44c20d2f175aba03feac1,,nobsqa1000_1bbde21da681e3e7532f0d5c,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_ba3f01a7e4a3d07bebd86f28,121,possible_non_base_wage_quantitative,cex_4831ce5a78f76722a6968dee,8,quantitative,qobs_853169572fe89cd9d2df06e7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_853169572fe89cd9d2df06e7,,nobsqa1000_18026d6f545e30fb65747b36,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=8,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_1ea86ef784370d9438b7be8a,122,possible_non_base_wage_quantitative,cex_4831ce5a78f76722a6968dee,9,quantitative,qobs_d91f09d4058223a3f695244a,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_d91f09d4058223a3f695244a,,nobsqa1000_5fe39b1b0bd2b964528455c0,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_851fe0545301e0029722fd33,123,possible_non_base_wage_quantitative,cex_3ecfd7b90b64dd24f259e7e4,15,quantitative,qobs_145a17e863b6ebd82bf598db,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_145a17e863b6ebd82bf598db,,nobsqa1000_f60d78fba67b26939c0b52c2,,Structured values/reason codes identify the explicit non-base family: reimbursements.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_REIMBURSEMENTS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_c8ac5071786bb918bda9f655,124,possible_non_base_wage_quantitative,cex_3ecfd7b90b64dd24f259e7e4,15,quantitative,qobs_5c4e74f12cd4d866368ae5f3,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_5c4e74f12cd4d866368ae5f3,,nobsqa1000_d510dc349afb469075c628a9,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_4e3046431e055000f1165a0b,125,possible_non_base_wage_quantitative,cex_3ecfd7b90b64dd24f259e7e4,15,quantitative,qobs_525a9e0c544f52829cc6ce11,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_525a9e0c544f52829cc6ce11,,nobsqa1000_abff138ab419a97147fbb82f,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_d1b1e18aeee26b294fad9762,126,possible_non_base_wage_quantitative,cex_2b8f6e75f95971d60c2db923,20,quantitative,qobs_8be58a08618b86ebb295b81b,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_8be58a08618b86ebb295b81b,,nobsqa1000_dedd80900d7a688046374001,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=20,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_fcc293aa2b0f7762019965d8,127,possible_non_base_wage_quantitative,cex_2b8f6e75f95971d60c2db923,20,quantitative,qobs_ece63ba532a9915334fb9988,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_ece63ba532a9915334fb9988,,nobsqa1000_b98dd3d3bdde3f852296b608,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=20,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_1fa18520183c64123c368ab5,128,possible_non_base_wage_quantitative,cex_5775ee63d1bc414feb3b4a19,25,quantitative,qobs_c4c5f6af5f2763b6d76cb424,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_c4c5f6af5f2763b6d76cb424,,nobsqa1000_ceed76a69a93c1f4d7093f84,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_f9c5f0265310affc7d825989,129,possible_non_base_wage_quantitative,cex_5775ee63d1bc414feb3b4a19,25,quantitative,qobs_66320697122603b43b239e80,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_66320697122603b43b239e80,,nobsqa1000_75a43d1b4e6dbab8ea0b3744,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_bc7e18ce9a768a0582a386da,130,possible_non_base_wage_quantitative,cex_112d6094e8bec6dedcefc739,9,quantitative,qobs_b897ffc41ea7dd8fc3fc24fc,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_b897ffc41ea7dd8fc3fc24fc,,nobsqa1000_957a6e01944720f2b3ed1ff2,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_a9b38dd8bc83d407854145fb.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_364b543c2a97eb630799b1de,131,possible_non_base_wage_quantitative,cex_2944b3b033eb563d9d0e9a12,25,quantitative,qobs_160e7c7831ef38c08751e151,1,retain_quantitative_base_wage,resolved,retain_active_base_wage,no_change,no_change,qobs_160e7c7831ef38c08751e151,,,,,Bounded salary schedule shows FF1 years 0-3 base salary; premium-time columns are separate.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf#page=25,structured_fields_and_bounded_local_page_text,BOUNDED_BASE_SALARY_CELL_CONFIRMED,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_c3691cd65b1585319134520e,132,possible_non_base_wage_quantitative,cex_2944b3b033eb563d9d0e9a12,26,quantitative,qobs_e2dec3ca63704c322310e545,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_e2dec3ca63704c322310e545,,nobsqa1000_f2f88763813592b9f75030b6,,Structured values/reason codes identify the explicit non-base family: longevity.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0480_sr_2ae5ff049436caf22fe8e1ef.pdf#page=26,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LONGEVITY,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_14e7b037373c719c5a10f711,133,possible_non_base_wage_quantitative,cex_d253fb67478332150a989f69,3,quantitative,qobs_852081cbe87722637296c5ae,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_852081cbe87722637296c5ae,,nobsqa1000_31b0d462bcee5b8038b9f843,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0179_sr_4f17b22a4300f94c82c769c8.pdf#page=3,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_ccd842866afcfdea5bfd8fdb,134,possible_non_base_wage_quantitative,cex_d253fb67478332150a989f69,3,quantitative,qobs_2cf502aa50649abb4e95ae56,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2cf502aa50649abb4e95ae56,,nobsqa1000_db75d9a97798b0817028af81,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0179_sr_4f17b22a4300f94c82c769c8.pdf#page=3,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_68f9153da07c2cd0a9dc18fc,135,possible_non_base_wage_quantitative,cex_ac9879a35bff3da8ffd86929,12,quantitative,qobs_cd2c7d6da649b7673ac9069b,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_cd2c7d6da649b7673ac9069b,,nobsqa1000_9bf678e1294f6332a956f97a,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0011_sr_2321e46e61c90965abe8a0b6.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_941916f39ed3206ba250dc5a,136,possible_non_base_wage_quantitative,cex_d995f50470cde9367e0dc3f1,1,quantitative,qobs_fde163592412cb387ac2f878,1,retain_quantitative_base_wage,resolved,retain_active_base_wage,no_change,no_change,qobs_fde163592412cb387ac2f878,,,,,Ordinance salary row: non-certified entry-level firefighter base annual salary.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0478_sr_c4e13289d8b3ab3b99c5a763.pdf#page=1,structured_fields_and_bounded_local_page_text,BOUNDED_BASE_SALARY_CELL_CONFIRMED,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_44387e7e210a3de0e9195bda,137,possible_non_base_wage_quantitative,cex_d995f50470cde9367e0dc3f1,1,quantitative,qobs_3695639f26c312996ff440ca,1,retain_quantitative_base_wage,resolved,retain_active_base_wage,no_change,no_change,qobs_3695639f26c312996ff440ca,,,,,Ordinance salary row: certified entry-level firefighter base annual salary.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0478_sr_c4e13289d8b3ab3b99c5a763.pdf#page=1,structured_fields_and_bounded_local_page_text,BOUNDED_BASE_SALARY_CELL_CONFIRMED,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_3effdb2a768e0a80c59bdafc,138,possible_non_base_wage_quantitative,cex_8473e352fa58859a54458338,1,quantitative,qobs_df9072afa7961d1b9f1dc6a8,1,retain_quantitative_base_wage,resolved,retain_active_base_wage,no_change,no_change,qobs_df9072afa7961d1b9f1dc6a8,,,,,Base-pay entry row: non-certified Police Officer 1 annual salary.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0462_sr_7e2342e487db6889b2e3f0b1.pdf#page=1,structured_fields_and_bounded_local_page_text,BOUNDED_BASE_SALARY_CELL_CONFIRMED,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_8fbf6fa5095a4c59e1060bd9,139,possible_non_base_wage_quantitative,cex_8473e352fa58859a54458338,1,quantitative,qobs_d0c0b50e8a87b9af116643fc,1,retain_quantitative_base_wage,resolved,retain_active_base_wage,no_change,no_change,qobs_d0c0b50e8a87b9af116643fc,,,,,Base-pay entry row: certified Police Officer 1 annual salary.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0462_sr_7e2342e487db6889b2e3f0b1.pdf#page=1,structured_fields_and_bounded_local_page_text,BOUNDED_BASE_SALARY_CELL_CONFIRMED,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_5097e112740a95dc42a4fb18,140,possible_non_base_wage_quantitative,cex_e6e8047c9762cc899cd8e0ce,19,quantitative,qobs_ea8dcfc3066604fe51122130,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_ea8dcfc3066604fe51122130,,nobsqa1000_638290cb077a7abac92338ef,,Structured values/reason codes identify the explicit non-base family: reimbursements.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf#page=19,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_REIMBURSEMENTS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
